Row,Pot,Cluster,Weight,BER,Date
D,2,14,21,0,10/20/2023
B,7,9,60.2,0,10/20/2023
A,5,6,27.5,0,10/20/2023
B,8,7,60,0,10/20/2023
B,7,9,79.3,0,10/20/2023
B,8,9,67.5,0,10/20/2023
B,8,11,65.2,0,10/20/2023
B,5,6,114.6,0,10/20/2023
A,7,12,43.1,0,10/20/2023
A,7,12,47.1,1,10/20/2023
A,7,7,34,0,10/20/2023
A,7,9,68.3,0,10/20/2023
A,7,7,41.4,0,10/20/2023
B,7,9,49.7,0,10/20/2023
B,7,8,33.8,0,10/20/2023
A,7,11,65,0,10/20/2023
B,8,11,44.7,0,10/20/2023
D,6,5,114.1,0,10/20/2023
D,6,6,48.1,0,10/20/2023
A,8,5,27.6,0,10/20/2023
B,8,5,41,0,10/20/2023
A,8,4,25.4,0,10/20/2023
D,6,6,12.9,0,10/20/2023
D,5,12,28.2,0,10/20/2023
D,5,11,29.5,0,10/20/2023
A,8,5,58.7,0,10/20/2023
D,6,7,51.1,0,10/20/2023
D,8,5,19.6,0,10/20/2023
B,8,5,17.6,0,10/20/2023
C,8,10,56.6,0,10/20/2023
C,8,9,14.6,0,10/20/2023
B,8,5,19.9,0,10/20/2023
B,7,9,64.4,0,10/20/2023
D,6,8,62,0,10/20/2023
A,4,7,85.5,0,10/20/2023
D,7,9,62.6,1,10/20/2023
A,4,8,71.8,0,10/20/2023
B,7,9,70.6,0,10/20/2023
A,6,4,120.5,0,10/20/2023
C,4,9,66.2,0,10/20/2023
A,7,9,52.6,0,10/20/2023
C,4,9,104.8,0,10/20/2023
C,7,2,38.4,0,10/20/2023
C,7,3,42.6,0,10/20/2023
D,7,8,43.6,0,10/20/2023
D,7,9,41.1,0,10/20/2023
A,4,5,51.8,0,10/20/2023
C,6,7,36,0,10/20/2023
A,4,5,67,0,10/20/2023
C,4,14,47.9,0,10/20/2023
A,6,6,80.6,0,10/20/2023
C,6,12,76.1,0,10/20/2023
A,7,8,63,0,10/20/2023
C,6,12,54.8,0,10/20/2023
C,6,8,57,0,10/20/2023
D,5,10,73.2,0,10/20/2023
D,6,12,67.3,0,10/20/2023
D,2,11,38.3,0,10/20/2023
A,7,8,46.7,0,10/20/2023
D,2,10,13.8,0,10/20/2023
D,2,14,18,0,10/20/2023
C,6,12,61.6,0,10/20/2023
D,7,7,18,0,10/20/2023
A,8,12,57,0,10/20/2023
D,6,11,27.9,0,10/20/2023
D,6,11,26.7,0,10/20/2023
D,7,8,32.2,0,10/20/2023
D,6,12,22.8,0,10/20/2023
A,4,6,18.5,0,10/20/2023
B,8,7,54.9,0,10/20/2023
C,7,8,57.5,0,10/20/2023
C,8,8,49.4,0,10/20/2023
C,8,8,56.9,0,10/20/2023
C,7,9,53.3,0,10/20/2023
D,7,10,64,0,10/20/2023
D,8,3,82.3,0,10/20/2023
D,8,5,82.1,0,10/20/2023
D,6,7,47.3,0,10/20/2023
D,6,7,49.4,0,10/20/2023
D,2,10,46.4,0,10/20/2023
D,8,2,59.8,1,10/20/2023
D,2,9,99.1,0,10/20/2023
D,2,10,41.2,0,10/20/2023
D,8,4,64.8,0,10/20/2023
D,8,6,70.2,0,10/20/2023
A,7,6,58.2,0,10/20/2023
D,2,10,24.6,0,10/20/2023
D,8,5,58.7,0,10/20/2023
C,8,8,73.6,0,10/20/2023
C,6,10,81.9,1,10/20/2023
D,8,4,62.5,0,10/20/2023
C,6,9,57,0,10/20/2023
C,6,8,51.3,0,10/20/2023
D,7,11,49.7,0,10/20/2023
D,8,4,37.6,0,10/20/2023
C,8,12,34.7,0,10/20/2023
D,7,9,19.8,0,10/20/2023
D,5,13,21.3,0,10/20/2023
A,7,9,53,0,10/20/2023
B,8,9,53.4,0,10/20/2023
C,8,7,49.7,0,10/20/2023
C,6,8,34.8,0,10/20/2023
B,7,9,36.6,0,10/20/2023
A,7,9,39.9,0,10/20/2023
D,2,10,32.4,0,10/20/2023
C,8,4,24,0,10/20/2023
D,2,6,18.9,0,10/20/2023
C,8,3,12.8,0,10/20/2023
C,8,3,15.1,1,10/20/2023
C,6,4,14.8,1,10/20/2023
C,6,7,11,0,10/20/2023
D,2,6,16.7,0,10/20/2023
D,2,7,13.3,0,10/20/2023
C,8,3,12.9,0,10/20/2023
D,2,7,14.5,0,10/20/2023
C,8,11,12.3,0,10/20/2023
C,7,7,21.9,0,10/20/2023
C,8,10,10.3,0,10/20/2023
C,8,3,20,0,10/20/2023
D,2,7,5.8,0,10/20/2023
D,4,6,18.7,0,10/20/2023
D,8,4,24.1,0,10/20/2023
D,7,10,17.1,0,10/20/2023
